,year,week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
0,2017,26,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
1,2017,26,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
2,2017,26,3,0,0,0,0,0,0,28,NORMANDIE
3,2017,26,3,188,0,557,3,0,9,32,HAUTS-DE-FRANCE
4,2017,26,3,152,0,667,3,0,12,76,OCCITANIE
5,2017,26,3,1531,0,3652,13,0,31,11,ILE-DE-FRANCE
6,2017,26,3,0,0,0,0,0,0,94,CORSE
7,2017,26,3,173,0,466,7,0,18,24,CENTRE-VAL-DE-LOIRE
8,2017,26,3,0,0,0,0,0,0,53,BRETAGNE
9,2017,26,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
10,2017,26,3,523,0,1427,7,0,18,84,AUVERGNE-RHONE-ALPES
11,2017,26,3,727,0,1832,12,0,30,75,NOUVELLE-AQUITAINE
12,2017,26,3,387,0,1040,7,0,19,44,GRAND EST
13,2017,25,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
14,2017,25,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
15,2017,25,3,0,0,0,0,0,0,28,NORMANDIE
16,2017,25,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
17,2017,25,3,304,0,812,5,0,14,76,OCCITANIE
18,2017,25,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
19,2017,25,3,0,0,0,0,0,0,94,CORSE
20,2017,25,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
21,2017,25,3,511,0,1696,15,0,50,53,BRETAGNE
22,2017,25,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
23,2017,25,3,149,0,394,2,0,5,84,AUVERGNE-RHONE-ALPES
24,2017,25,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
25,2017,25,3,42,0,261,1,0,5,44,GRAND EST
26,2017,24,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
27,2017,24,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
28,2017,24,3,0,0,0,0,0,0,28,NORMANDIE
29,2017,24,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
30,2017,24,3,99,0,386,2,0,7,76,OCCITANIE
31,2017,24,3,337,0,783,3,0,7,11,ILE-DE-FRANCE
32,2017,24,3,0,0,0,0,0,0,94,CORSE
33,2017,24,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
34,2017,24,3,204,0,953,6,0,28,53,BRETAGNE
35,2017,24,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
36,2017,24,3,345,0,811,4,0,10,84,AUVERGNE-RHONE-ALPES
37,2017,24,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
38,2017,24,3,0,0,0,0,0,0,44,GRAND EST
39,2017,23,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
40,2017,23,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
41,2017,23,3,0,0,0,0,0,0,28,NORMANDIE
42,2017,23,3,296,0,663,5,0,11,32,HAUTS-DE-FRANCE
43,2017,23,3,186,0,586,3,0,10,76,OCCITANIE
44,2017,23,3,185,0,524,2,0,5,11,ILE-DE-FRANCE
45,2017,23,3,0,0,0,0,0,0,94,CORSE
46,2017,23,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
47,2017,23,3,0,0,0,0,0,0,53,BRETAGNE
48,2017,23,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
49,2017,23,3,274,0,782,3,0,9,84,AUVERGNE-RHONE-ALPES
50,2017,23,3,201,0,802,3,0,13,75,NOUVELLE-AQUITAINE
51,2017,23,3,0,0,0,0,0,0,44,GRAND EST
52,2017,22,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
53,2017,22,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
54,2017,22,3,0,0,0,0,0,0,28,NORMANDIE
55,2017,22,3,296,0,663,5,0,11,32,HAUTS-DE-FRANCE
56,2017,22,3,0,0,0,0,0,0,76,OCCITANIE
57,2017,22,3,22,0,121,0,0,1,11,ILE-DE-FRANCE
58,2017,22,3,0,0,0,0,0,0,94,CORSE
59,2017,22,3,27,0,127,1,0,5,24,CENTRE-VAL-DE-LOIRE
60,2017,22,3,77,0,474,2,0,14,53,BRETAGNE
61,2017,22,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
62,2017,22,3,176,0,522,2,0,6,84,AUVERGNE-RHONE-ALPES
63,2017,22,3,326,0,1170,5,0,19,75,NOUVELLE-AQUITAINE
64,2017,22,3,267,0,791,5,0,14,44,GRAND EST
65,2017,21,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
66,2017,21,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
67,2017,21,3,32,0,173,1,0,5,28,NORMANDIE
68,2017,21,3,176,0,459,3,0,8,32,HAUTS-DE-FRANCE
69,2017,21,3,0,0,0,0,0,0,76,OCCITANIE
70,2017,21,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
71,2017,21,3,0,0,0,0,0,0,94,CORSE
72,2017,21,3,81,0,268,3,0,10,24,CENTRE-VAL-DE-LOIRE
73,2017,21,3,398,0,1241,12,0,37,53,BRETAGNE
74,2017,21,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
75,2017,21,3,61,0,398,1,0,5,84,AUVERGNE-RHONE-ALPES
76,2017,21,3,233,0,880,4,0,15,75,NOUVELLE-AQUITAINE
77,2017,21,3,0,0,0,0,0,0,44,GRAND EST
78,2017,20,3,430,0,1082,9,0,22,93,PROVENCE-ALPES-COTE-D-AZUR
79,2017,20,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
80,2017,20,3,220,0,642,6,0,18,28,NORMANDIE
81,2017,20,3,336,0,751,6,0,13,32,HAUTS-DE-FRANCE
82,2017,20,3,0,0,0,0,0,0,76,OCCITANIE
83,2017,20,3,753,0,2000,6,0,16,11,ILE-DE-FRANCE
84,2017,20,3,0,0,0,0,0,0,94,CORSE
85,2017,20,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
86,2017,20,3,0,0,0,0,0,0,53,BRETAGNE
87,2017,20,3,15,0,98,1,0,4,27,BOURGOGNE-FRANCHE-COMTE
88,2017,20,3,351,0,1052,4,0,13,84,AUVERGNE-RHONE-ALPES
89,2017,20,3,242,0,913,4,0,15,75,NOUVELLE-AQUITAINE
90,2017,20,3,0,0,0,0,0,0,44,GRAND EST
91,2017,19,3,450,0,1084,9,0,22,93,PROVENCE-ALPES-COTE-D-AZUR
92,2017,19,3,163,0,482,4,0,12,52,PAYS-DE-LA-LOIRE
93,2017,19,3,119,0,389,3,0,11,28,NORMANDIE
94,2017,19,3,307,0,733,5,0,12,32,HAUTS-DE-FRANCE
95,2017,19,3,0,0,0,0,0,0,76,OCCITANIE
96,2017,19,3,734,0,1571,6,0,13,11,ILE-DE-FRANCE
97,2017,19,3,0,0,0,0,0,0,94,CORSE
98,2017,19,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
99,2017,19,3,0,0,0,0,0,0,53,BRETAGNE
100,2017,19,3,105,0,325,4,0,12,27,BOURGOGNE-FRANCHE-COMTE
101,2017,19,3,24,0,75,0,0,1,84,AUVERGNE-RHONE-ALPES
102,2017,19,3,206,0,519,3,0,8,75,NOUVELLE-AQUITAINE
103,2017,19,3,89,0,365,2,0,7,44,GRAND EST
104,2017,18,3,91,0,373,2,0,8,93,PROVENCE-ALPES-COTE-D-AZUR
105,2017,18,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
106,2017,18,3,0,0,0,0,0,0,28,NORMANDIE
107,2017,18,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
108,2017,18,3,0,0,0,0,0,0,76,OCCITANIE
109,2017,18,3,1154,0,2670,10,0,23,11,ILE-DE-FRANCE
110,2017,18,3,0,0,0,0,0,0,94,CORSE
111,2017,18,3,75,0,265,3,0,10,24,CENTRE-VAL-DE-LOIRE
112,2017,18,3,128,0,424,4,0,13,53,BRETAGNE
113,2017,18,3,85,0,252,3,0,9,27,BOURGOGNE-FRANCHE-COMTE
114,2017,18,3,42,0,157,1,0,2,84,AUVERGNE-RHONE-ALPES
115,2017,18,3,63,0,277,1,0,5,75,NOUVELLE-AQUITAINE
116,2017,18,3,115,0,405,2,0,7,44,GRAND EST
117,2017,17,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
118,2017,17,3,321,0,950,9,0,26,52,PAYS-DE-LA-LOIRE
119,2017,17,3,149,0,441,4,0,13,28,NORMANDIE
120,2017,17,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
121,2017,17,3,195,0,582,3,0,10,76,OCCITANIE
122,2017,17,3,549,0,1746,5,0,15,11,ILE-DE-FRANCE
123,2017,17,3,0,0,0,0,0,0,94,CORSE
124,2017,17,3,50,0,205,2,0,8,24,CENTRE-VAL-DE-LOIRE
125,2017,17,3,51,0,238,2,0,8,53,BRETAGNE
126,2017,17,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
127,2017,17,3,265,0,585,3,0,7,84,AUVERGNE-RHONE-ALPES
128,2017,17,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
129,2017,17,3,0,0,0,0,0,0,44,GRAND EST
130,2017,16,3,113,0,457,2,0,9,93,PROVENCE-ALPES-COTE-D-AZUR
131,2017,16,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
132,2017,16,3,0,0,0,0,0,0,28,NORMANDIE
133,2017,16,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
134,2017,16,3,302,0,720,5,0,12,76,OCCITANIE
135,2017,16,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
136,2017,16,3,62,0,155,19,0,48,94,CORSE
137,2017,16,3,307,0,732,12,0,28,24,CENTRE-VAL-DE-LOIRE
138,2017,16,3,0,0,0,0,0,0,53,BRETAGNE
139,2017,16,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
140,2017,16,3,389,0,1077,5,0,14,84,AUVERGNE-RHONE-ALPES
141,2017,16,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
142,2017,16,3,0,0,0,0,0,0,44,GRAND EST
143,2017,15,3,213,0,761,4,0,15,93,PROVENCE-ALPES-COTE-D-AZUR
144,2017,15,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
145,2017,15,3,0,0,0,0,0,0,28,NORMANDIE
146,2017,15,3,0,0,0,0,0,0,32,HAUTS-DE-FRANCE
147,2017,15,3,0,0,0,0,0,0,76,OCCITANIE
148,2017,15,3,0,0,0,0,0,0,11,ILE-DE-FRANCE
149,2017,15,3,42,0,114,13,0,35,94,CORSE
150,2017,15,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
151,2017,15,3,0,0,0,0,0,0,53,BRETAGNE
152,2017,15,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
153,2017,15,3,332,0,962,4,0,12,84,AUVERGNE-RHONE-ALPES
154,2017,15,3,0,0,0,0,0,0,75,NOUVELLE-AQUITAINE
155,2017,15,3,0,0,0,0,0,0,44,GRAND EST
156,2017,14,3,163,0,555,3,0,11,93,PROVENCE-ALPES-COTE-D-AZUR
157,2017,14,3,52,0,320,1,0,8,52,PAYS-DE-LA-LOIRE
158,2017,14,3,0,0,0,0,0,0,28,NORMANDIE
159,2017,14,3,72,0,356,1,0,6,32,HAUTS-DE-FRANCE
160,2017,14,3,29,0,189,0,0,3,76,OCCITANIE
161,2017,14,3,270,0,1077,2,0,9,11,ILE-DE-FRANCE
162,2017,14,3,0,0,0,0,0,0,94,CORSE
163,2017,14,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
164,2017,14,3,0,0,0,0,0,0,53,BRETAGNE
165,2017,14,3,223,0,661,8,0,23,27,BOURGOGNE-FRANCHE-COMTE
166,2017,14,3,186,0,614,2,0,7,84,AUVERGNE-RHONE-ALPES
167,2017,14,3,69,0,499,1,0,8,75,NOUVELLE-AQUITAINE
168,2017,14,3,0,0,0,0,0,0,44,GRAND EST
169,2017,13,3,813,0,1750,16,0,35,93,PROVENCE-ALPES-COTE-D-AZUR
170,2017,13,3,413,0,1288,11,0,34,52,PAYS-DE-LA-LOIRE
171,2017,13,3,75,0,282,2,0,8,28,NORMANDIE
172,2017,13,3,507,0,1212,8,0,20,32,HAUTS-DE-FRANCE
173,2017,13,3,223,0,655,4,0,11,76,OCCITANIE
174,2017,13,3,1198,0,3007,10,0,25,11,ILE-DE-FRANCE
175,2017,13,3,0,0,0,0,0,0,94,CORSE
176,2017,13,3,323,0,881,12,0,33,24,CENTRE-VAL-DE-LOIRE
177,2017,13,3,0,0,0,0,0,0,53,BRETAGNE
178,2017,13,3,724,15,1433,25,1,49,27,BOURGOGNE-FRANCHE-COMTE
179,2017,13,3,57,0,196,1,0,3,84,AUVERGNE-RHONE-ALPES
180,2017,13,3,1370,0,2801,23,0,47,75,NOUVELLE-AQUITAINE
181,2017,13,3,153,0,453,3,0,8,44,GRAND EST
182,2017,12,3,2023,233,3813,40,4,76,93,PROVENCE-ALPES-COTE-D-AZUR
183,2017,12,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
184,2017,12,3,493,0,1010,14,0,29,28,NORMANDIE
185,2017,12,3,949,63,1835,16,1,31,32,HAUTS-DE-FRANCE
186,2017,12,3,208,0,517,4,0,9,76,OCCITANIE
187,2017,12,3,459,0,937,4,0,8,11,ILE-DE-FRANCE
188,2017,12,3,6,0,30,2,0,9,94,CORSE
189,2017,12,3,183,0,440,7,0,17,24,CENTRE-VAL-DE-LOIRE
190,2017,12,3,135,0,389,4,0,12,53,BRETAGNE
191,2017,12,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
192,2017,12,3,690,162,1218,9,2,16,84,AUVERGNE-RHONE-ALPES
193,2017,12,3,1027,0,2678,17,0,44,75,NOUVELLE-AQUITAINE
194,2017,12,3,0,0,0,0,0,0,44,GRAND EST
195,2017,11,3,1877,158,3596,37,3,71,93,PROVENCE-ALPES-COTE-D-AZUR
196,2017,11,3,321,0,950,9,0,26,52,PAYS-DE-LA-LOIRE
197,2017,11,3,159,0,572,5,0,17,28,NORMANDIE
198,2017,11,3,71,0,311,1,0,5,32,HAUTS-DE-FRANCE
199,2017,11,3,0,0,0,0,0,0,76,OCCITANIE
200,2017,11,3,425,0,907,4,0,8,11,ILE-DE-FRANCE
201,2017,11,3,42,0,104,13,0,32,94,CORSE
202,2017,11,3,108,0,321,4,0,12,24,CENTRE-VAL-DE-LOIRE
203,2017,11,3,230,0,589,7,0,18,53,BRETAGNE
204,2017,11,3,2400,892,3908,83,31,135,27,BOURGOGNE-FRANCHE-COMTE
205,2017,11,3,543,0,1198,7,0,15,84,AUVERGNE-RHONE-ALPES
206,2017,11,3,496,0,1646,8,0,27,75,NOUVELLE-AQUITAINE
207,2017,11,3,370,0,882,7,0,16,44,GRAND EST
208,2017,10,3,1564,0,3164,31,0,63,93,PROVENCE-ALPES-COTE-D-AZUR
209,2017,10,3,59,0,304,2,0,8,52,PAYS-DE-LA-LOIRE
210,2017,10,3,760,0,1580,22,0,46,28,NORMANDIE
211,2017,10,3,2285,819,3751,37,13,61,32,HAUTS-DE-FRANCE
212,2017,10,3,1062,80,2044,18,1,35,76,OCCITANIE
213,2017,10,3,1861,0,3861,15,0,32,11,ILE-DE-FRANCE
214,2017,10,3,51,0,126,16,0,39,94,CORSE
215,2017,10,3,269,0,613,10,0,23,24,CENTRE-VAL-DE-LOIRE
216,2017,10,3,360,0,790,11,0,24,53,BRETAGNE
217,2017,10,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
218,2017,10,3,1130,86,2174,14,1,27,84,AUVERGNE-RHONE-ALPES
219,2017,10,3,363,0,1051,6,0,17,75,NOUVELLE-AQUITAINE
220,2017,10,3,753,0,1536,13,0,27,44,GRAND EST
221,2017,09,3,2125,11,4239,42,0,84,93,PROVENCE-ALPES-COTE-D-AZUR
222,2017,09,3,281,0,808,7,0,21,52,PAYS-DE-LA-LOIRE
223,2017,09,3,410,0,966,12,0,28,28,NORMANDIE
224,2017,09,3,1356,151,2561,22,2,42,32,HAUTS-DE-FRANCE
225,2017,09,3,781,0,1806,13,0,31,76,OCCITANIE
226,2017,09,3,1515,41,2989,13,1,25,11,ILE-DE-FRANCE
227,2017,09,3,69,0,171,21,0,52,94,CORSE
228,2017,09,3,438,0,902,17,0,35,24,CENTRE-VAL-DE-LOIRE
229,2017,09,3,164,0,489,5,0,15,53,BRETAGNE
230,2017,09,3,411,0,999,14,0,34,27,BOURGOGNE-FRANCHE-COMTE
231,2017,09,3,2612,1056,4168,33,13,53,84,AUVERGNE-RHONE-ALPES
232,2017,09,3,635,0,1416,11,0,24,75,NOUVELLE-AQUITAINE
233,2017,09,3,1841,405,3277,32,7,57,44,GRAND EST
234,2017,08,3,3513,578,6448,70,12,128,93,PROVENCE-ALPES-COTE-D-AZUR
235,2017,08,3,2850,0,6300,76,0,168,52,PAYS-DE-LA-LOIRE
236,2017,08,3,1609,319,2899,47,9,85,28,NORMANDIE
237,2017,08,3,1856,328,3384,30,5,55,32,HAUTS-DE-FRANCE
238,2017,08,3,2425,842,4008,42,15,69,76,OCCITANIE
239,2017,08,3,6963,2424,11502,57,20,94,11,ILE-DE-FRANCE
240,2017,08,3,266,90,442,82,28,136,94,CORSE
241,2017,08,3,520,71,969,20,3,37,24,CENTRE-VAL-DE-LOIRE
242,2017,08,3,223,0,588,7,0,18,53,BRETAGNE
243,2017,08,3,943,0,1889,32,0,65,27,BOURGOGNE-FRANCHE-COMTE
244,2017,08,3,4054,2408,5700,51,30,72,84,AUVERGNE-RHONE-ALPES
245,2017,08,3,2010,0,4128,33,0,68,75,NOUVELLE-AQUITAINE
246,2017,08,3,2505,890,4120,44,16,72,44,GRAND EST
247,2017,07,3,7536,3909,11163,150,78,222,93,PROVENCE-ALPES-COTE-D-AZUR
248,2017,07,3,1176,0,2558,31,0,68,52,PAYS-DE-LA-LOIRE
249,2017,07,3,2825,1386,4264,83,41,125,28,NORMANDIE
250,2017,07,3,3001,1176,4826,49,19,79,32,HAUTS-DE-FRANCE
251,2017,07,3,2307,931,3683,40,16,64,76,OCCITANIE
252,2017,07,3,5754,2251,9257,47,18,76,11,ILE-DE-FRANCE
253,2017,07,3,418,208,628,128,63,193,94,CORSE
254,2017,07,3,1842,792,2892,70,30,110,24,CENTRE-VAL-DE-LOIRE
255,2017,07,3,2560,933,4187,76,28,124,53,BRETAGNE
256,2017,07,3,1582,557,2607,54,19,89,27,BOURGOGNE-FRANCHE-COMTE
257,2017,07,3,7731,5608,9854,97,70,124,84,AUVERGNE-RHONE-ALPES
258,2017,07,3,7288,3573,11003,121,59,183,75,NOUVELLE-AQUITAINE
259,2017,07,3,3469,1523,5415,61,27,95,44,GRAND EST
260,2017,06,3,9820,6640,13000,195,132,258,93,PROVENCE-ALPES-COTE-D-AZUR
261,2017,06,3,6940,3019,10861,184,80,288,52,PAYS-DE-LA-LOIRE
262,2017,06,3,4133,2221,6045,121,65,177,28,NORMANDIE
263,2017,06,3,5732,3297,8167,94,54,134,32,HAUTS-DE-FRANCE
264,2017,06,3,5776,3310,8242,99,57,141,76,OCCITANIE
265,2017,06,3,10028,5172,14884,83,43,123,11,ILE-DE-FRANCE
266,2017,06,3,530,284,776,163,88,238,94,CORSE
267,2017,06,3,3674,2294,5054,139,87,191,24,CENTRE-VAL-DE-LOIRE
268,2017,06,3,2472,1034,3910,74,31,117,53,BRETAGNE
269,2017,06,3,2204,1063,3345,76,37,115,27,BOURGOGNE-FRANCHE-COMTE
270,2017,06,3,11147,8648,13646,140,109,171,84,AUVERGNE-RHONE-ALPES
271,2017,06,3,13591,7009,20173,226,116,336,75,NOUVELLE-AQUITAINE
272,2017,06,3,7154,4484,9824,126,79,173,44,GRAND EST
273,2017,05,3,16204,11523,20885,322,229,415,93,PROVENCE-ALPES-COTE-D-AZUR
274,2017,05,3,13274,8369,18179,352,222,482,52,PAYS-DE-LA-LOIRE
275,2017,05,3,10152,6833,13471,297,200,394,28,NORMANDIE
276,2017,05,3,21457,16982,25932,352,279,425,32,HAUTS-DE-FRANCE
277,2017,05,3,13601,10232,16970,233,175,291,76,OCCITANIE
278,2017,05,3,24982,18083,31881,206,149,263,11,ILE-DE-FRANCE
279,2017,05,3,580,338,822,178,104,252,94,CORSE
280,2017,05,3,8613,6894,10332,326,261,391,24,CENTRE-VAL-DE-LOIRE
281,2017,05,3,5818,3766,7870,173,112,234,53,BRETAGNE
282,2017,05,3,4331,2871,5791,149,99,199,27,BOURGOGNE-FRANCHE-COMTE
283,2017,05,3,16776,13570,19982,211,171,251,84,AUVERGNE-RHONE-ALPES
284,2017,05,3,17463,12815,22111,291,214,368,75,NOUVELLE-AQUITAINE
285,2017,05,3,18250,14619,21881,321,257,385,44,GRAND EST
286,2017,04,3,27267,21268,33266,541,422,660,93,PROVENCE-ALPES-COTE-D-AZUR
287,2017,04,3,22550,15445,29655,599,410,788,52,PAYS-DE-LA-LOIRE
288,2017,04,3,11931,8240,15622,349,241,457,28,NORMANDIE
289,2017,04,3,26467,21517,31417,434,353,515,32,HAUTS-DE-FRANCE
290,2017,04,3,28286,22667,33905,485,389,581,76,OCCITANIE
291,2017,04,3,41048,32378,49718,339,267,411,11,ILE-DE-FRANCE
292,2017,04,3,864,596,1132,265,183,347,94,CORSE
293,2017,04,3,11455,9531,13379,434,361,507,24,CENTRE-VAL-DE-LOIRE
294,2017,04,3,9039,6150,11928,269,183,355,53,BRETAGNE
295,2017,04,3,4738,2847,6629,163,98,228,27,BOURGOGNE-FRANCHE-COMTE
296,2017,04,3,27257,22996,31518,343,289,397,84,AUVERGNE-RHONE-ALPES
297,2017,04,3,16611,12273,20949,276,204,348,75,NOUVELLE-AQUITAINE
298,2017,04,3,20524,15728,25320,361,277,445,44,GRAND EST
299,2017,03,3,38065,31596,44534,755,627,883,93,PROVENCE-ALPES-COTE-D-AZUR
300,2017,03,3,10424,6547,14301,277,174,380,52,PAYS-DE-LA-LOIRE
301,2017,03,3,14748,10584,18912,432,310,554,28,NORMANDIE
302,2017,03,3,21846,17498,26194,358,287,429,32,HAUTS-DE-FRANCE
303,2017,03,3,29438,24438,34438,505,419,591,76,OCCITANIE
304,2017,03,3,40843,32080,49606,337,265,409,11,ILE-DE-FRANCE
305,2017,03,3,1174,864,1484,361,266,456,94,CORSE
306,2017,03,3,8333,6635,10031,315,251,379,24,CENTRE-VAL-DE-LOIRE
307,2017,03,3,10739,7583,13895,319,225,413,53,BRETAGNE
308,2017,03,3,8673,6388,10958,298,219,377,27,BOURGOGNE-FRANCHE-COMTE
309,2017,03,3,30823,26574,35072,387,334,440,84,AUVERGNE-RHONE-ALPES
310,2017,03,3,19491,14202,24780,324,236,412,75,NOUVELLE-AQUITAINE
311,2017,03,3,17709,12939,22479,312,228,396,44,GRAND EST
312,2017,02,3,35866,28939,42793,712,575,849,93,PROVENCE-ALPES-COTE-D-AZUR
313,2017,02,3,10578,5868,15288,281,156,406,52,PAYS-DE-LA-LOIRE
314,2017,02,3,15133,10975,19291,443,321,565,28,NORMANDIE
315,2017,02,3,17024,12960,21088,279,212,346,32,HAUTS-DE-FRANCE
316,2017,02,3,30879,26031,35727,530,447,613,76,OCCITANIE
317,2017,02,3,47728,37979,57477,394,314,474,11,ILE-DE-FRANCE
318,2017,02,3,1472,1133,1811,452,348,556,94,CORSE
319,2017,02,3,12257,10292,14222,464,390,538,24,CENTRE-VAL-DE-LOIRE
320,2017,02,3,7224,4748,9700,215,141,289,53,BRETAGNE
321,2017,02,3,8410,5929,10891,289,204,374,27,BOURGOGNE-FRANCHE-COMTE
322,2017,02,3,36492,31941,41043,459,402,516,84,AUVERGNE-RHONE-ALPES
323,2017,02,3,18038,11076,25000,300,184,416,75,NOUVELLE-AQUITAINE
324,2017,02,3,16896,13325,20467,297,234,360,44,GRAND EST
325,2017,01,3,27985,22447,33523,555,445,665,93,PROVENCE-ALPES-COTE-D-AZUR
326,2017,01,3,5544,2663,8425,147,71,223,52,PAYS-DE-LA-LOIRE
327,2017,01,3,9934,6797,13071,291,199,383,28,NORMANDIE
328,2017,01,3,15518,11729,19307,254,192,316,32,HAUTS-DE-FRANCE
329,2017,01,3,23357,19136,27578,401,329,473,76,OCCITANIE
330,2017,01,3,54693,43566,65820,451,359,543,11,ILE-DE-FRANCE
331,2017,01,3,1295,969,1621,398,298,498,94,CORSE
332,2017,01,3,8208,6506,9910,311,247,375,24,CENTRE-VAL-DE-LOIRE
333,2017,01,3,7059,4369,9749,210,130,290,53,BRETAGNE
334,2017,01,3,8887,6375,11399,306,220,392,27,BOURGOGNE-FRANCHE-COMTE
335,2017,01,3,44488,38893,50083,559,489,629,84,AUVERGNE-RHONE-ALPES
336,2017,01,3,16625,11626,21624,277,194,360,75,NOUVELLE-AQUITAINE
337,2017,01,3,21673,17533,25813,382,309,455,44,GRAND EST
338,2016,52,3,21797,15597,27997,433,310,556,93,PROVENCE-ALPES-COTE-D-AZUR
339,2016,52,3,9472,5156,13788,252,137,367,52,PAYS-DE-LA-LOIRE
340,2016,52,3,7297,4496,10098,214,132,296,28,NORMANDIE
341,2016,52,3,19811,14968,24654,325,246,404,32,HAUTS-DE-FRANCE
342,2016,52,3,20739,15362,26116,356,264,448,76,OCCITANIE
343,2016,52,3,29536,20866,38206,244,172,316,11,ILE-DE-FRANCE
344,2016,52,3,1222,774,1670,375,237,513,94,CORSE
345,2016,52,3,3575,2260,4890,135,85,185,24,CENTRE-VAL-DE-LOIRE
346,2016,52,3,7175,4352,9998,213,129,297,53,BRETAGNE
347,2016,52,3,12909,9795,16023,444,337,551,27,BOURGOGNE-FRANCHE-COMTE
348,2016,52,3,52836,46675,58997,664,587,741,84,AUVERGNE-RHONE-ALPES
349,2016,52,3,14468,9340,19596,241,156,326,75,NOUVELLE-AQUITAINE
350,2016,52,3,13151,9989,16313,232,176,288,44,GRAND EST
351,2016,51,3,18330,12917,23743,364,257,471,93,PROVENCE-ALPES-COTE-D-AZUR
352,2016,51,3,7890,3966,11814,210,106,314,52,PAYS-DE-LA-LOIRE
353,2016,51,3,10409,6256,14562,305,183,427,28,NORMANDIE
354,2016,51,3,10740,6634,14846,176,109,243,32,HAUTS-DE-FRANCE
355,2016,51,3,14575,10493,18657,250,180,320,76,OCCITANIE
356,2016,51,3,21758,14980,28536,180,124,236,11,ILE-DE-FRANCE
357,2016,51,3,519,290,748,159,89,229,94,CORSE
358,2016,51,3,3493,2120,4866,132,80,184,24,CENTRE-VAL-DE-LOIRE
359,2016,51,3,6052,3363,8741,180,100,260,53,BRETAGNE
360,2016,51,3,13608,10146,17070,468,349,587,27,BOURGOGNE-FRANCHE-COMTE
361,2016,51,3,42247,36745,47749,531,462,600,84,AUVERGNE-RHONE-ALPES
362,2016,51,3,9853,5984,13722,164,100,228,75,NOUVELLE-AQUITAINE
363,2016,51,3,12694,8852,16536,223,155,291,44,GRAND EST
364,2016,50,3,12079,8466,15692,240,168,312,93,PROVENCE-ALPES-COTE-D-AZUR
365,2016,50,3,5257,2183,8331,140,58,222,52,PAYS-DE-LA-LOIRE
366,2016,50,3,3975,2098,5852,116,61,171,28,NORMANDIE
367,2016,50,3,9522,6222,12822,156,102,210,32,HAUTS-DE-FRANCE
